# File: image_url.dat
# version 1.1;  last update:  05 March 2005
# by Jason Harris
# No copyright claimed, this is merely a list of "facts"
#
#Data file for KStars, specifying object-specific Image URLs.
#For Webpage URLs, see info_url.dat.
#
#Line format is:  Object_Name:Label_String:URL
#The Object_Name needs to match an object's *primary* name!
#
#You should not need to modify this file;
#you can manage these links from within KStars.
#Please report broken links to kstars@30doradus.org !
#
# HST Images:
IC 349:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2000/36/images/a/formats/web_print.jpg
IC 418:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2000/28/images/a/formats/web_print.jpg
IC 434:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2001/12/images/a/formats/web_print.jpg
IC 2163:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1999/41/images/a/formats/web_print.jpg
IC 2944:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2002/01/images/a/formats/web_print.jpg
IC 4406:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2002/14/images/a/formats/web_print.jpg
M 1:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2002/24/images/a/formats/large_web.jpg
M 4:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2002/10/images/a/formats/web_print.jpg
M 8:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1996/38/images/b/formats/web_print.jpg
M 15:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2000/25/images/a/formats/web_print.jpg
M 15:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2000/25/images/a/formats/web_print.jpg
M 16:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1995/44/images/a/formats/web_print.jpg
M 17:Show HST Image (2002):http://imgsrc.hubblesite.org/hu/db/2002/11/images/a/formats/web_print.jpg
M 17:Show HST Image (2003):http://imgsrc.hubblesite.org/hu/db/2003/13/images/a/formats/web_print.jpg
M 20:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1999/42/images/a/formats/web_print.jpg
M 20:Show HST Image (Detail):http://imgsrc.hubblesite.org/hu/db/2004/17/images/a/formats/web_print.jpg
M 22:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2001/20/images/a/formats/web_print.jpg
M 27:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2003/06/images/a/formats/web_print.jpg
M 31:Show HST Image (stars in M 31):http://imgsrc.hubblesite.org/hu/db/2003/15/images/a/formats/web_print.jpg
M 32:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1999/40/images/a/formats/web_print.jpg
M 42:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1995/45/images/a/formats/web_print.jpg
M 51:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2001/10/images/a/formats/web_print.jpg
M 57:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1999/01/images/a/formats/web_print.jpg
M 64:Show HST Image (1999):http://imgsrc.hubblesite.org/hu/db/1999/10/images/f/formats/full_jpg.jpg
M 64:Show HST Image (2004):http://imgsrc.hubblesite.org/hu/db/2004/04/images/a/formats/web_print.jpg
M 74:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2004/43/images/a/formats/full_jpg.jpg
M 80:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1999/26/images/a/formats/web_print.jpg
M 82:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2001/08/images/b/formats/web_print.jpg
M 87:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2000/20/images/a/formats/web_print.jpg
M 100:Show HST Image:http://imgsrc.hubblesite.org/hu/db/1994/49/images/c/formats/web_print.jpg
NGC 253:Show HST Image (1995):http://imgsrc.hubblesite.org/hu/db/1995/10/images/a/formats/web_print.jpg
NGC 253:Show HST Image (1998):http://imgsrc.hubblesite.org/hu/db/1998/42/images/a/formats/web_print.jpg
NGC 300:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2004/13/images/e/formats/web_print.jpg
NGC 346:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2005/04/images/a/formats/web_print.jpg
NGC 604:Show HST Image:http://imgsrc.hubblesite.org/hu/db/2003/30/images/b/formats/web_print.jpg
